FilePath,Title,Tags,SourceUrl,Creator,License,CommercialUse,AttributionRequired,Approved,Notes
"C:\Users\willi\Documents\Codex\2026-06-06\i-want-to-create-something-that\outputs\jazz-content-scheduler\visual-sources\approved-videos\pexels-36360308-tropical-evening-music.mp4","https://www.pexels.com/video/tropical-palm-trees-at-sunset-by-the-ocean-36360308/","pexels query tropical evening music","https://www.pexels.com/video/tropical-palm-trees-at-sunset-by-the-ocean-36360308/","Ankit Pathak","Pexels License","yes","recommended","yes","Auto-sourced during render on 2026-08-07T15:00:17.8545817+01:00. Query: tropical evening music."
"C:\Users\willi\Documents\Codex\2026-06-06\i-want-to-create-something-that\outputs\jazz-content-scheduler\visual-sources\approved-videos\pixabay-169442-tropical-evening-music.mp4","Pixabay video 169442","beach, sea, stone, rocky coast, tropical, mountain, island, water, evening, shore, sunset, drone, seashore, exotic, samui, koh smaui, sand, scene, tropical island, holiday, climate, thailand pixabay query tropical evening music","https://pixabay.com/videos/id-169442/","magicmore","Pixabay Content License","yes","not required","yes","Auto-sourced during render on 2026-08-07T15:02:59.4999357+01:00. Query: tropical evening music."
"C:\Users\willi\Documents\Codex\2026-06-06\i-want-to-create-something-that\outputs\jazz-content-scheduler\visual-sources\approved-videos\pexels-32077398-tropical-coffee-morning.mp4","https://www.pexels.com/video/relaxing-beach-coffee-in-croatia-32077398/","pexels query tropical coffee morning","https://www.pexels.com/video/relaxing-beach-coffee-in-croatia-32077398/","Marina Endzhirgli","Pexels License","yes","recommended","yes","Auto-sourced during render on 2026-08-07T15:06:54.0460219+01:00. Query: tropical coffee morning."
"C:\Users\willi\Documents\Codex\2026-06-06\i-want-to-create-something-that\outputs\jazz-content-scheduler\visual-sources\approved-videos\pixabay-320184-nylon-guitar.mp4","Pixabay video 320184","istanbul, seaside, turkey, turkiye, nature, beach, sea, landscape, music, guitar, sunset, moon, birds, lunar, islands pixabay query Nylon guitar","https://pixabay.com/videos/id-320184/","yaseroni","Pixabay Content License","yes","not required","yes","Auto-sourced during render on 2026-08-07T15:08:36.1998435+01:00. Query: Nylon guitar."
"C:\Users\willi\Documents\Codex\2026-06-06\i-want-to-create-something-that\outputs\jazz-content-scheduler\visual-sources\approved-videos\pixabay-3160-cozy-bedroom-studio-with-laptop.mp4","Pixabay video 3160","laptop, keyboard, typing, writing, notebook, computer, work, business, technology, office, communication, working, education, desk, programmer, computer keyboard, programming, hands, fingers pixabay query Cozy bedroom studio with laptop","https://pixabay.com/videos/id-3160/","Coverr-Free-Footage","Pixabay Content License","yes","not required","yes","Auto-sourced during render on 2026-08-07T15:12:13.6188650+01:00. Query: Cozy bedroom studio with laptop."
"C:\Users\willi\Documents\Codex\2026-06-06\i-want-to-create-something-that\outputs\jazz-content-scheduler\visual-sources\approved-videos\pexels-35099181-rainy-bedroom-window.mp4","https://www.pexels.com/video/nighttime-cityscape-with-rain-on-window-35099181/","pexels query rainy bedroom window","https://www.pexels.com/video/nighttime-cityscape-with-rain-on-window-35099181/","dicle dağkıran","Pexels License","yes","recommended","yes","Auto-sourced during render on 2026-08-07T15:14:09.7839221+01:00. Query: rainy bedroom window."
"C:\Users\willi\Documents\Codex\2026-06-06\i-want-to-create-something-that\outputs\jazz-content-scheduler\visual-sources\approved-videos\pixabay-227158-grand-piano.mp4","Pixabay video 227158","piano, instrument, musician, playing, jazz, pianist, classic, music, african pixabay query Grand piano","https://pixabay.com/videos/id-227158/","Nikitinin","Pixabay Content License","yes","not required","yes","Auto-sourced during render on 2026-08-07T15:18:10.6650545+01:00. Query: Grand piano."
"C:\Users\willi\Documents\Codex\2026-06-06\i-want-to-create-something-that\outputs\jazz-content-scheduler\visual-sources\approved-videos\pixabay-93664-grand-piano-at-night-in-a-small-jazz-club.mp4","Pixabay video 93664","hotel, hotel at night, hotel in wales, hotel on corner, uk hotel, building, orange sky pixabay query Grand piano at night in a small jazz club","https://pixabay.com/videos/id-93664/","7threst","Pixabay Content License","yes","not required","yes","Auto-sourced during render on 2026-08-07T15:20:03.2803047+01:00. Query: Grand piano at night in a small jazz club."
"C:\Users\willi\Documents\Codex\2026-06-06\i-want-to-create-something-that\outputs\jazz-content-scheduler\visual-sources\approved-videos\pixabay-45448-nylon-guitar.mp4","Pixabay video 45448","music, guitar, instrument, play, musical instruments, concert, drummer, band, rhythm, musical, sound, leisure, swot, musician, rock, entertainment, pop, audio, bass, sound studio, electric guitar, guitarist pixabay query Nylon guitar","https://pixabay.com/videos/id-45448/","Josh_Malic","Pixabay Content License","yes","not required","yes","Auto-sourced during render on 2026-08-11T12:07:35.6297483+01:00. Query: Nylon guitar."
"C:\Users\willi\Documents\Codex\2026-06-06\i-want-to-create-something-that\outputs\jazz-content-scheduler\visual-sources\approved-videos\pexels-33918746-latin-breakfast-terrace.mp4","https://www.pexels.com/video/scenic-beachfront-view-from-terrace-on-cloudy-day-33918746/","pexels query Latin breakfast terrace","https://www.pexels.com/video/scenic-beachfront-view-from-terrace-on-cloudy-day-33918746/","Mustafa Çay","Pexels License","yes","recommended","yes","Auto-sourced during render on 2026-08-11T12:09:27.6432995+01:00. Query: Latin breakfast terrace."
"C:\Users\willi\Documents\Codex\2026-06-06\i-want-to-create-something-that\outputs\jazz-content-scheduler\visual-sources\approved-videos\pixabay-311199-sunset-beach-with-samba-energy-and-warm-colors.mp4","Pixabay video 311199","ocean, detail, beach, sea, shore, surface, calm, light, gold, sunlight, sunrise, tranquil, coastal, sunset, warm, bright, shallow, stone, seacoast, rocky, closeup pixabay query Sunset beach with samba energy and warm colors","https://pixabay.com/videos/id-311199/","Mario_Krimer","Pixabay Content License","yes","not required","yes","Auto-sourced during render on 2026-08-11T12:13:53.1280174+01:00. Query: Sunset beach with samba energy and warm colors."
"C:\Users\willi\Documents\Codex\2026-06-06\i-want-to-create-something-that\outputs\jazz-content-scheduler\visual-sources\approved-videos\pixabay-135658-golden-samba-rhythm.mp4","Pixabay video 135658","ocean, beach, sunset, sea, atmosphere, relaxing, relaxation, ocean waves, dream destination, 4k, golden sunset, nature pixabay query golden samba rhythm","https://pixabay.com/videos/id-135658/","Natures_Embrace","Pixabay Content License","yes","not required","yes","Auto-sourced during render on 2026-08-11T12:16:14.3366302+01:00. Query: golden samba rhythm."
"C:\Users\willi\Documents\Codex\2026-06-06\i-want-to-create-something-that\outputs\jazz-content-scheduler\visual-sources\approved-videos\pexels-31492528-upright-bass.mp4","https://www.pexels.com/video/street-cellist-performing-in-urban-setting-31492528/","pexels query upright bass","https://www.pexels.com/video/street-cellist-performing-in-urban-setting-31492528/","Aleksandr Fedorov","Pexels License","yes","recommended","yes","Auto-sourced during render on 2026-08-11T12:21:53.3624224+01:00. Query: upright bass."
"C:\Users\willi\Documents\Codex\2026-06-06\i-want-to-create-something-that\outputs\jazz-content-scheduler\visual-sources\approved-videos\pixabay-21116-grand-piano-at-night-in-a-small-jazz-club.mp4","Pixabay video 21116","seoul, street, night, neon, traffic, lights, road, cars, vehicles, people, movement, live wallpaper pixabay query Grand piano at night in a small jazz club","https://pixabay.com/videos/id-21116/","RafterJr72","Pixabay Content License","yes","not required","yes","Auto-sourced during render on 2026-08-11T12:24:33.8718400+01:00. Query: Grand piano at night in a small jazz club."
"C:\Users\willi\Documents\Codex\2026-06-06\i-want-to-create-something-that\outputs\jazz-content-scheduler\visual-sources\approved-videos\pixabay-84573-lamp.mp4","Pixabay video 84573","lamp, street, tree, evening, city, urban, lightbulb, forest, park, wind pixabay query lamp","https://pixabay.com/videos/id-84573/","Engin_Akyurt","Pixabay Content License","yes","not required","yes","Auto-sourced during render on 2026-08-11T12:31:37.4774900+01:00. Query: lamp."
"C:\Users\willi\Documents\Codex\2026-06-06\i-want-to-create-something-that\outputs\jazz-content-scheduler\visual-sources\approved-videos\pixabay-118275-rainy-bedroom-window.mp4","Pixabay video 118275","broom, rain, rainy day, blossoms pixabay query rainy bedroom window","https://pixabay.com/videos/id-118275/","adege","Pixabay Content License","yes","not required","yes","Auto-sourced during render on 2026-08-11T12:34:37.8823631+01:00. Query: rainy bedroom window."
"C:\Users\willi\Documents\Codex\2026-06-06\i-want-to-create-something-that\outputs\jazz-content-scheduler\visual-sources\approved-videos\pixabay-1001-lamp.mp4","Pixabay video 1001","night, bokeh, lights, city, blur, street, beautiful wallpaper, town, lamps, colorful, blurred lights, dark, background pixabay query lamp","https://pixabay.com/videos/id-1001/","Coverr-Free-Footage","Pixabay Content License","yes","not required","yes","Auto-sourced during render on 2026-08-14T09:56:18.1785926+01:00. Query: lamp."
"C:\Users\willi\Documents\Codex\2026-06-06\i-want-to-create-something-that\outputs\jazz-content-scheduler\visual-sources\approved-videos\pixabay-239514-warm-desk-lamp-ambience.mp4","Pixabay video 239514","fire, fireplace, campfire, bonfire, christmas, warm and cozy, relaxing fireplace, crackling fireplace pixabay query warm desk lamp ambience","https://pixabay.com/videos/id-239514/","BFCMUSIC","Pixabay Content License","yes","not required","yes","Auto-sourced during render on 2026-08-14T09:59:22.1777906+01:00. Query: warm desk lamp ambience."
"C:\Users\willi\Documents\Codex\2026-06-06\i-want-to-create-something-that\outputs\jazz-content-scheduler\visual-sources\approved-videos\pexels-34219237-blue-hour-patio-with-coffee-cups-and-soft-outdoor-lights.mp4","https://www.pexels.com/video/outdoor-breakfast-with-coffee-and-pastries-34219237/","pexels query Blue hour patio with coffee cups and soft outdoor lights","https://www.pexels.com/video/outdoor-breakfast-with-coffee-and-pastries-34219237/","Fernanda Neitzel","Pexels License","yes","recommended","yes","Auto-sourced during render on 2026-08-14T10:02:41.9059452+01:00. Query: Blue hour patio with coffee cups and soft outdoor lights."
"C:\Users\willi\Documents\Codex\2026-06-06\i-want-to-create-something-that\outputs\jazz-content-scheduler\visual-sources\approved-videos\pixabay-204006-blue-hour-patio-with-coffee-cups-and-soft-outdoor-lights.mp4","Pixabay video 204006","sky, clouds, fluffy, sunset, golden hour, travel, sun, 4k pixabay query Blue hour patio with coffee cups and soft outdoor lights","https://pixabay.com/videos/id-204006/","D-GM","Pixabay Content License","yes","not required","yes","Auto-sourced during render on 2026-08-14T10:04:19.9265811+01:00. Query: Blue hour patio with coffee cups and soft outdoor lights."
"C:\Users\willi\Documents\Codex\2026-06-06\i-want-to-create-something-that\outputs\jazz-content-scheduler\visual-sources\approved-videos\pexels-31472903-grand-piano-at-night.mp4","https://www.pexels.com/video/live-jazz-piano-performance-in-club-atmosphere-31472903/","pexels query grand piano at night","https://www.pexels.com/video/live-jazz-piano-performance-in-club-atmosphere-31472903/","Israyosoy S.","Pexels License","yes","recommended","yes","Auto-sourced during render on 2026-08-14T10:08:55.8446216+01:00. Query: grand piano at night."
"C:\Users\willi\Documents\Codex\2026-06-06\i-want-to-create-something-that\outputs\jazz-content-scheduler\visual-sources\approved-videos\pexels-10222218-midnight-piano-lounge.mp4","https://www.pexels.com/video/hand-sliding-over-piano-keys-10222218/","pexels query midnight piano lounge","https://www.pexels.com/video/hand-sliding-over-piano-keys-10222218/","cottonbro studio","Pexels License","yes","recommended","yes","Auto-sourced during render on 2026-08-14T10:11:22.5759838+01:00. Query: midnight piano lounge."
"C:\Users\willi\Documents\Codex\2026-06-06\i-want-to-create-something-that\outputs\jazz-content-scheduler\visual-sources\approved-videos\pixabay-261423-skyline-at-blue-hour-with-lights-turning-on.mp4","Pixabay video 261423","city, buildings, cityscape, skyline pixabay query Skyline at blue hour with lights turning on","https://pixabay.com/videos/id-261423/","conghuynh8","Pixabay Content License","yes","not required","yes","Auto-sourced during render on 2026-08-14T10:17:13.6507903+01:00. Query: Skyline at blue hour with lights turning on."
"C:\Users\willi\Documents\Codex\2026-06-06\i-want-to-create-something-that\outputs\jazz-content-scheduler\visual-sources\approved-videos\pixabay-23064-skyline-at-blue-hour-with-lights-turning-on.mp4","Pixabay video 23064","marina, bahamas, drone, skyline, water, yacht, boat, horizon, paradise, island, boating, tropical, nature, caribbean, ocean, sea, blue pixabay query Skyline at blue hour with lights turning on","https://pixabay.com/videos/id-23064/","Nassau_Yacht_Haven_Marina","Pixabay Content License","yes","not required","yes","Auto-sourced during render on 2026-08-14T10:20:08.9867467+01:00. Query: Skyline at blue hour with lights turning on."
"C:\Users\willi\Documents\Codex\2026-06-06\i-want-to-create-something-that\outputs\jazz-content-scheduler\visual-sources\approved-videos\pexels-6670702-minimalist-studio-with-instruments.mp4","https://www.pexels.com/video/a-man-is-music-recording-using-his-mobile-phone-6670702/","pexels query Minimalist studio with instruments","https://www.pexels.com/video/a-man-is-music-recording-using-his-mobile-phone-6670702/","Tima Miroshnichenko","Pexels License","yes","recommended","yes","Auto-sourced during render on 2026-08-14T10:24:23.0039954+01:00. Query: Minimalist studio with instruments."
"C:\Users\willi\Documents\Codex\2026-06-06\i-want-to-create-something-that\outputs\jazz-content-scheduler\visual-sources\approved-videos\pixabay-8173-minimalist-studio-with-instruments.mp4","Pixabay video 8173","percussion, music, nightclub, drums, live, musical instrument pixabay query Minimalist studio with instruments","https://pixabay.com/videos/id-8173/","Alessandro89","Pixabay Content License","yes","not required","yes","Auto-sourced during render on 2026-08-14T10:25:49.3071166+01:00. Query: Minimalist studio with instruments."
